datetime,order_id,customer_id,product_category,payment_method,value [USD],prod_cnt,time_on_site [Minutes],clicks_in_site
2018-11-20,14820,27385,509,paypal,108.18,3,36.1,13
2018-11-20,14821,44937,505,credit,95.28,5,25.2,10
2018-11-20,14822,38490,510,credit,4.01,3,2.7,6
2018-11-20,14823,30549,512,credit,200.0,2,12.3,25
2018-11-20,14824,50606,508,paypal,385.52,1,33.6,23
2018-11-20,14825,42084,504,paypal,129.91,1,28.2,18
2018-11-20,14826,52161,512,credit,165.98,3,26.9,16
2018-11-20,14827,32218,508,paypal,441.39,1,37.9,12
2018-11-20,14828,36491,513,paypal,14.34,3,70.0,7
2018-11-20,14829,12227,515,credit,341.51,5,25.4,7
2018-11-20,14830,13196,514,credit,90.91,1,11.5,13
2018-11-20,14831,50444,507,credit,74.0,3,30.7,13
2018-11-20,14832,24528,509,credit,297.49,2,31.3,7
2018-11-20,14833,57748,509,paypal,49.72,1,14.4,8
2018-11-20,14834,46349,515,paypal,89.69,5,10.2,12
2018-11-20,14835,54853,508,credit,64.29,2,138.4,12
2018-11-20,14836,28082,507,credit,12.18,3,8.9,6
2018-11-20,14837,20444,503,credit,200.2,2,29.3,19
2018-11-20,14838,51472,508,paypal,276.58,3,28.2,25
2018-11-20,14839,45606,501,credit,92.11,5,14.8,7
2018-11-20,14840,47238,503,credit,115.71,2,13.8,12
2018-11-20,14841,18609,507,credit,8.05,3,10.6,7
2018-11-20,14842,39387,515,credit,240.17,4,9.5,21
2018-11-20,14843,47027,514,credit,228.02,3,9.4,19
2018-11-20,14844,31526,505,credit,267.67,4,13.3,7
2018-11-20,14845,25308,506,credit,468.88,2,30.6,13
2018-11-20,14846,47320,502,paypal,193.77,3,6.6,23
2018-11-20,14847,52527,513,credit,361.91,1,29.6,20
2018-11-20,14848,17333,510,credit,15.02,4,4.5,8
2018-11-20,14849,26223,513,credit,420.88,5,85.4,22
2018-11-20,14850,22734,502,paypal,72.2,2,7.3,8
2018-11-20,14851,54066,511,credit,280.96,1,10.0,17
2018-11-20,14852,55093,508,credit,173.17,2,51.5,21
2018-11-20,14853,49436,501,credit,489.21,2,14.2,50
2018-11-20,14854,41257,511,credit,708.86,2,71.1,18
2018-11-20,14855,55433,502,paypal,15.04,1,72.5,7
2018-11-20,14856,13366,503,paypal,128.71,5,54.5,11
2018-11-20,14857,41451,508,credit,584.35,3,83.7,53
2018-11-20,14858,42588,514,paypal,231.14,2,16.6,20
2018-11-20,14859,26754,501,paypal,236.96,2,11.6,24
2018-11-20,14860,34365,510,credit,281.86,4,48.6,15
2018-11-20,14861,49745,507,credit,337.98,4,33.0,21
2018-11-20,14862,53213,506,credit,1107.58,3,22.5,17
2018-11-20,14863,43735,506,paypal,52.92,1,18.3,9
2018-11-20,14864,14760,504,credit,129.23,2,13.7,15
2018-11-20,14865,44410,504,paypal,42.17,3,6.7,9
2018-11-20,14866,53552,515,paypal,183.27,2,11.5,17
2018-11-20,14867,39696,512,credit,258.63,1,74.2,30
2018-11-20,14868,22235,501,paypal,57.94,3,14.0,7
2018-11-20,14869,42599,507,credit,61.33,2,12.2,12
2018-11-20,14870,27079,504,credit,36.03,1,43.2,9
2018-11-20,14871,57745,515,credit,166.62,5,40.8,15
2018-11-20,14872,20917,507,paypal,128.82,3,169.2,18
2018-11-20,14873,54446,502,paypal,181.24,4,20.8,13
2018-11-20,14874,55746,510,paypal,761.52,2,88.6,59
2018-11-20,14875,58534,514,credit,251.83,1,26.4,16
2018-11-20,14876,53957,514,credit,1.89,1,7.5,6
2018-11-20,14877,53395,503,credit,76.38,5,3.3,8
2018-11-20,14878,52267,512,credit,262.35,2,36.3,16
2018-11-20,14879,29085,507,credit,105.0,2,34.5,9
2018-11-20,14880,56399,502,paypal,104.34,4,6.6,16
2018-11-20,14881,27009,514,credit,33.1,5,5.9,6
2018-11-20,14882,35336,509,credit,10.99,4,32.7,7
2018-11-20,14883,26503,506,paypal,50.04,1,23.1,11
2018-11-20,14884,50579,504,paypal,95.96,5,25.7,10
2018-11-20,14885,54326,514,credit,41.36,5,22.8,7
2018-11-20,14886,23420,504,paypal,108.92,2,19.6,11
2018-11-20,14887,32534,511,paypal,34.59,4,9.1,9
2018-11-20,14888,22902,504,credit,26.69,1,20.0,6
2018-11-20,14889,31526,515,credit,339.09,4,16.4,0
2018-11-20,14890,40170,511,credit,65.8,3,8.6,12
2018-11-20,14891,18701,515,paypal,49.22,3,16.0,0
2018-11-20,14892,10773,513,credit,108.8,2,56.9,0
2018-11-20,14893,41607,507,paypal,703.12,5,38.5,0
2018-11-20,14894,26936,501,paypal,25.88,3,6.5,0
2018-11-20,14895,56518,507,credit,391.79,1,21.1,0
2018-11-20,14896,44722,505,paypal,90.8,3,19.7,0
2018-11-20,14897,39332,509,credit,49.5,4,20.1,0
2018-11-20,14898,39095,505,credit,412.93,3,47.8,0
2018-11-20,14899,55428,507,paypal,158.44,2,10.1,0
2018-11-20,14900,16481,510,credit,159.34,5,27.5,0
2018-11-20,14901,23129,501,paypal,26.31,4,2.9,0
2018-11-20,14902,39272,504,credit,233.03,5,11.7,0
2018-11-20,14903,54296,506,credit,863.48,1,12.0,0
2018-11-20,14904,50254,503,paypal,24.65,5,24.5,0
2018-11-20,14905,42386,501,paypal,102.52,4,91.1,0
2018-11-20,14906,16296,515,credit,639.27,2,77.8,0
2018-11-20,14907,43547,501,credit,405.11,2,43.6,0
2018-11-20,14908,58155,502,credit,3.69,4,17.7,0
2018-11-20,14909,46686,506,paypal,129.82,2,11.5,14
2018-11-20,14910,39372,511,paypal,193.15,1,19.9,14
2018-11-20,14911,23926,511,credit,55.51,4,2.3,9
2018-11-20,14912,59723,515,credit,332.87,5,40.6,0
2018-11-20,14913,13656,508,credit,88.32,4,27.7,14
2018-11-20,14914,47245,501,paypal,137.03,1,13.2,9
2018-11-20,14915,26200,513,paypal,9.25,4,47.6,7
2018-11-20,14916,34771,505,paypal,10.94,4,14.4,7
2018-11-20,14917,30722,510,paypal,634.69,4,59.6,13
2018-11-20,14918,46226,509,credit,81.59,2,17.0,9
2018-11-20,14919,31323,514,credit,170.82,4,27.1,13
2018-11-20,14920,57896,510,paypal,14.22,1,7.8,7
2018-11-20,14921,52183,501,credit,221.33,4,9.5,20
2018-11-20,14922,16327,508,paypal,192.23,3,10.5,7
2018-11-20,14923,31345,508,credit,176.65,2,5.1,16
2018-11-20,14924,17243,511,credit,2.55,4,2.3,6
2018-11-20,14925,27820,501,credit,44.82,3,4.2,7
2018-11-20,14926,58874,508,credit,346.64,5,34.1,38
2018-11-20,14927,28090,513,credit,68.1,5,35.0,10
2018-11-20,14928,44331,503,credit,92.82,2,53.3,7
2018-11-20,14929,46006,504,paypal,320.24,5,8.0,0
2018-11-20,14930,22080,507,paypal,127.55,3,18.3,15
2018-11-20,14931,41793,511,credit,240.82,2,44.9,25
2018-11-20,14932,28996,501,paypal,30.47,1,11.7,7
2018-11-20,14933,36277,502,paypal,178.66,4,5.7,8
2018-11-20,14934,45487,513,paypal,162.71,1,23.6,17
2018-11-20,14935,13020,502,credit,13.78,5,14.4,7
2018-11-20,14936,52525,509,paypal,16.6,5,23.7,7
2018-11-20,14937,29479,509,paypal,148.83,1,14.1,9
2018-11-20,14938,16029,515,paypal,10.97,3,32.2,7
2018-11-20,14939,37402,511,paypal,126.87,4,33.7,16
2018-11-20,14940,53794,502,credit,72.63,1,20.7,9
2018-11-20,14941,32178,501,credit,396.64,2,78.6,16
2018-11-20,14942,58607,510,credit,0.46,2,35.2,6
2018-11-20,14943,20045,501,paypal,21.29,1,20.1,7
2018-11-20,14944,15311,501,credit,124.48,1,32.8,12
2018-11-20,14945,48474,511,credit,99.55,1,31.1,11
2018-11-20,14946,20784,502,paypal,601.53,3,66.4,19
2018-11-20,14947,13649,509,credit,52.46,4,19.4,9
2018-11-20,14948,45439,506,paypal,222.19,5,14.3,27
2018-11-20,14949,34182,505,paypal,82.11,3,7.7,13
2018-11-20,14950,30880,510,credit,284.2,3,21.3,30
2018-11-20,14951,52427,504,paypal,463.07,4,49.0,24
2018-11-20,14952,55136,501,paypal,486.79,1,23.2,50
2018-11-20,14953,47162,508,credit,22.23,1,18.9,6
2018-11-20,14954,56059,513,paypal,574.62,4,22.0,24
2018-11-20,14955,27239,502,credit,437.39,1,20.0,31
2018-11-20,14956,49838,515,paypal,258.81,2,12.3,22
2018-11-20,14957,48939,502,paypal,14.48,2,9.0,7
2018-11-20,14958,37902,515,paypal,27.83,1,15.5,8
2018-11-20,14959,31091,504,paypal,3.49,5,17.9,6
2018-11-20,14960,36695,504,credit,118.44,2,26.1,6
2018-11-20,14961,52162,513,paypal,804.5,1,24.2,64
2018-11-20,14962,22796,511,credit,186.46,2,20.7,13
2018-11-20,14963,20028,512,credit,53.92,3,11.1,10
2018-11-20,14964,38370,511,credit,32.27,1,13.1,7
2018-11-20,14965,47033,514,paypal,428.11,5,38.2,20
2018-11-20,14966,55217,512,paypal,56.74,1,28.0,10
2018-11-20,14967,24701,506,credit,42.31,2,8.3,8
2018-11-20,14968,17706,504,paypal,30.63,5,19.7,7
2018-11-20,14969,59762,502,paypal,187.83,1,20.6,12
2018-11-20,14970,43985,508,credit,305.9,1,9.5,19
2018-11-20,14971,38808,514,credit,120.62,1,11.5,11
2018-11-20,14972,56608,510,credit,178.36,2,12.6,0
2018-11-20,14973,56673,515,credit,81.85,2,28.6,6
2018-11-20,14974,31345,504,credit,33.57,1,8.4,7
2018-11-20,14975,25891,505,credit,40.88,1,10.6,9
2018-11-20,14976,51017,513,paypal,99.62,2,70.2,11
2018-11-20,14977,20674,510,paypal,113.14,1,14.1,9
2018-11-20,14978,18692,511,credit,41.3,4,7.6,7
2018-11-20,14979,14583,505,paypal,73.52,3,8.9,10
2018-11-20,14980,16602,507,credit,121.02,2,80.6,14
2018-11-20,14981,25626,513,credit,248.72,2,11.3,17
2018-11-20,14982,32994,510,paypal,247.07,5,37.9,29
2018-11-20,14983,58813,515,credit,168.78,4,32.3,23
2018-11-20,14984,38300,513,paypal,182.66,4,62.1,23
2018-11-20,14985,40978,501,paypal,404.42,3,22.4,29
2018-11-20,14986,58697,504,credit,20.96,5,11.4,8
2018-11-20,14987,46213,515,credit,40.74,3,11.7,9
2018-11-20,14988,11829,511,paypal,317.21,1,19.0,10
2018-11-20,14989,19828,505,paypal,525.83,4,32.8,26
2018-11-20,14990,16258,507,paypal,131.65,3,9.8,12
2018-11-20,14991,15948,512,credit,235.35,3,13.5,23
2018-11-20,14992,26655,514,paypal,133.28,4,37.5,19
2018-11-20,14993,43623,515,credit,20.65,5,43.8,7
2018-11-20,14994,47137,503,credit,42.33,3,6.1,9
2018-11-20,14995,21104,514,credit,263.07,3,16.9,11
2018-11-20,14996,14728,514,credit,443.98,5,27.1,39
2018-11-20,14997,36570,510,paypal,856.33,2,50.6,75
2018-11-20,14998,32969,513,paypal,272.15,4,55.0,12
2018-11-20,14999,21451,501,credit,98.51,1,12.7,10
2018-11-20,15000,58443,503,credit,153.38,2,30.3,19
2018-11-20,15001,21503,508,credit,1052.83,3,116.5,93
2018-11-20,15002,28323,508,paypal,200.06,2,24.7,7
2018-11-20,15003,34295,506,credit,901.1,5,25.5,96
2018-11-20,15004,16865,512,credit,105.62,5,21.4,16
2018-11-20,15005,21651,507,paypal,38.89,5,8.8,8
2018-11-20,15006,30275,514,paypal,98.43,5,16.5,11
2018-11-20,15007,26043,504,paypal,7.52,2,35.4,7
2018-11-20,15008,17728,503,credit,124.95,1,3.1,15
2018-11-20,15009,55098,511,paypal,15.1,4,18.1,7
2018-11-20,15010,35276,515,credit,5.19,4,9.4,6
2018-11-20,15011,22183,501,paypal,202.48,3,27.6,13
2018-11-20,15012,56911,509,credit,74.8,1,4.0,12
2018-11-20,15013,33519,509,paypal,211.64,2,41.8,12
2018-11-20,15014,43602,502,paypal,243.35,2,45.7,11
2018-11-20,15015,53167,510,credit,79.22,1,9.6,12
2018-11-20,15016,52182,513,credit,562.74,3,12.3,22
2018-11-20,15017,37251,506,credit,242.23,4,15.4,21
2018-11-20,15018,13031,513,credit,268.65,1,22.0,17
2018-11-20,15019,17782,515,credit,36.86,1,16.4,10
2018-11-20,15020,11596,507,paypal,142.44,3,24.7,14
2018-11-20,15021,12494,501,credit,47.55,4,29.0,10
2018-11-20,15022,22465,503,credit,152.9,4,33.6,7
2018-11-20,15023,22830,511,paypal,33.98,1,18.3,6
2018-11-20,15024,52175,506,paypal,721.35,2,65.0,18
2018-11-20,15025,36086,501,paypal,39.37,4,28.8,7
2018-11-20,15026,21094,509,paypal,175.61,5,17.6,8
2018-11-20,15027,54590,514,paypal,270.57,1,29.0,13
2018-11-20,15028,52232,509,credit,74.38,4,22.0,13
2018-11-20,15029,30480,508,paypal,61.99,4,27.4,7
2018-11-20,15030,13234,506,credit,45.85,5,7.8,8
2018-11-20,15031,38389,510,paypal,125.63,4,47.8,13
2018-11-20,15032,52378,506,credit,0.05,1,5.4,6
2018-11-20,15033,25341,512,credit,126.56,5,21.7,14
2018-11-20,15034,13215,513,credit,8.67,5,25.2,6
2018-11-20,15035,54781,512,credit,128.0,1,34.5,17
2018-11-20,15036,10983,514,paypal,352.15,1,33.0,35
2018-11-20,15037,55651,515,credit,1053.34,2,72.0,54
2018-11-20,15038,39013,508,paypal,94.34,3,9.1,14
2018-11-20,15039,45528,503,paypal,390.92,4,65.5,20
2018-11-20,15040,41163,508,paypal,375.29,5,41.6,10
2018-11-20,15041,32770,515,paypal,74.52,1,6.3,9
2018-11-20,15042,10207,504,credit,215.75,4,24.0,15
2018-11-20,15043,55557,501,credit,285.59,2,25.6,11
2018-11-20,15044,18046,504,paypal,249.26,5,21.1,8
2018-11-20,15045,40604,507,paypal,61.9,4,24.2,9
2018-11-20,15046,20047,507,paypal,47.4,3,4.1,10
2018-11-20,15047,18455,506,paypal,14.12,5,28.8,6
2018-11-20,15048,55796,509,paypal,102.72,4,24.5,12
2018-11-20,15049,40334,509,paypal,110.07,3,22.6,12
2018-11-20,15050,26194,503,paypal,150.7,4,25.3,18
2018-11-20,15051,38060,508,credit,189.97,1,71.8,20
2018-11-20,15052,21830,514,paypal,39.0,3,21.1,9
2018-11-20,15053,16088,513,paypal,39.78,1,15.8,9
2018-11-20,15054,55811,504,paypal,85.86,3,37.5,11
2018-11-20,15055,15544,515,credit,227.96,4,15.7,8
2018-11-20,15056,31640,503,paypal,365.0,4,17.7,38
2018-11-20,15057,40363,512,credit,316.04,4,54.8,6
2018-11-20,15058,12683,501,paypal,142.15,5,23.1,8
2018-11-20,15059,44679,515,paypal,5.53,1,33.7,6
2018-11-20,15060,43945,511,paypal,130.55,3,37.8,16
2018-11-20,15061,34733,507,credit,172.22,1,9.5,9
2018-11-20,15062,15226,502,credit,253.22,5,9.1,13
2018-11-20,15063,34203,514,paypal,1.94,3,15.9,6
2018-11-20,15064,33895,512,credit,79.67,2,9.2,11
2018-11-20,15065,37209,514,credit,52.03,4,46.6,8
2018-11-20,15066,33441,512,credit,223.66,2,26.0,20
2018-11-20,15067,26391,513,credit,180.89,1,25.3,8
2018-11-20,15068,24821,508,paypal,78.36,1,53.2,11
2018-11-20,15069,56368,509,credit,42.0,1,19.9,6
2018-11-20,15070,54932,506,paypal,117.89,5,27.8,16
2018-11-20,15071,49855,510,paypal,216.65,2,43.8,18
2018-11-20,15072,35355,514,paypal,118.38,3,9.6,11
2018-11-20,15073,15936,512,credit,237.62,1,53.8,17
2018-11-20,15074,26255,511,credit,133.1,3,13.5,8
2018-11-20,15075,20787,511,paypal,148.35,1,21.6,12
2018-11-20,15076,26129,507,paypal,56.82,4,18.6,10
2018-11-20,15077,57975,501,paypal,7.51,5,12.5,6
2018-11-20,15078,55454,515,paypal,50.31,3,3.6,7
2018-11-20,15079,19572,508,credit,180.92,1,20.3,19
2018-11-20,15080,19699,513,paypal,160.93,2,23.0,19
2018-11-20,15081,50565,507,credit,98.16,5,21.6,15
2018-11-20,15082,56744,505,paypal,574.41,4,17.7,37
2018-11-20,15083,23620,511,credit,21.52,5,41.2,7
2018-11-20,15084,27972,511,paypal,61.63,3,7.4,11
2018-11-20,15085,23134,501,credit,7.68,2,38.5,7
2018-11-20,15086,38188,515,paypal,97.23,2,19.8,8
2018-11-20,15087,51376,506,paypal,199.41,5,13.4,17
2018-11-20,15088,54777,514,paypal,113.22,5,20.9,11
2018-11-20,15089,14094,507,paypal,144.67,2,4.0,20
2018-11-20,15090,44566,507,paypal,309.37,3,18.2,12
2018-11-20,15091,55569,501,paypal,77.02,3,10.5,9
2018-11-20,15092,18577,509,paypal,168.03,3,9.0,19
2018-11-20,15093,40774,501,paypal,182.68,5,34.1,14
2018-11-20,15094,52110,515,paypal,165.71,5,9.5,10
2018-11-20,15095,34171,505,credit,29.17,3,16.5,7
2018-11-20,15096,18296,505,credit,31.85,5,15.8,9
2018-11-20,15097,52969,508,paypal,653.71,4,60.9,66
2018-11-20,15098,27073,503,paypal,99.53,3,8.1,13
2018-11-20,15099,26740,507,paypal,412.06,2,34.7,32
2018-11-20,15100,30584,513,paypal,438.54,1,37.5,13
2018-11-20,15101,19204,501,paypal,158.19,1,94.0,19
2018-11-20,15102,26533,512,credit,32.19,3,42.4,6
2018-11-20,15103,43254,509,credit,271.37,3,22.9,13
2018-11-20,15104,41850,514,paypal,91.11,5,50.8,14
2018-11-20,15105,11266,506,paypal,188.62,2,62.0,7
2018-11-20,15106,59218,510,paypal,82.73,2,7.5,10
2018-11-20,15107,45011,501,credit,107.84,3,14.6,9
2018-11-20,15108,16546,515,paypal,4.32,5,7.4,6
2018-11-20,15109,24465,514,paypal,148.78,5,22.4,20
2018-11-20,15110,29481,502,credit,405.23,4,6.9,11
2018-11-20,15111,54987,510,paypal,248.26,5,11.4,27
2018-11-20,15112,25658,510,paypal,236.6,1,27.1,8
2018-11-20,15113,33279,513,paypal,1001.88,3,11.9,18
2018-11-20,15114,59529,515,paypal,244.66,1,36.2,27
2018-11-20,15115,39623,512,paypal,74.46,2,7.9,11
2018-11-20,15116,30288,514,credit,228.82,1,28.9,21
2018-11-20,15117,20776,513,credit,395.75,3,13.9,27
2018-11-20,15118,59423,510,credit,262.3,1,44.1,31
2018-11-20,15119,35668,510,credit,10.89,3,16.9,7
2018-11-20,15120,47705,507,paypal,115.63,4,77.5,11
2018-11-20,15121,57927,509,credit,108.64,3,18.0,10
2018-11-20,15122,30121,510,credit,273.16,4,54.3,7
2018-11-20,15123,21848,504,credit,380.57,4,34.3,27
2018-11-20,15124,14546,503,credit,278.95,2,10.4,9
2018-11-20,15125,47618,507,credit,23.91,2,4.7,7
2018-11-20,15126,43345,512,credit,363.91,2,52.4,8
2018-11-20,15127,53988,506,paypal,138.0,2,13.3,6
2018-11-20,15128,44033,504,credit,59.74,3,17.4,7
2018-11-20,15129,27301,513,credit,183.22,1,15.1,23
2018-11-20,15130,13805,513,paypal,30.82,3,36.7,6
2018-11-20,15131,48774,509,credit,103.32,1,4.6,15
2018-11-20,15132,11597,501,credit,1214.05,4,132.3,43
2018-11-20,15133,21311,505,paypal,425.53,3,51.7,16
2018-11-20,15134,49554,508,paypal,371.19,4,43.5,22
2018-11-20,15135,17872,515,paypal,331.52,4,7.1,36
2018-11-20,15136,16894,510,credit,97.95,2,49.4,11
2018-11-20,15137,47467,510,paypal,155.27,2,12.5,19
2018-11-20,15138,34973,504,credit,80.05,4,14.7,13
2018-11-20,15139,42791,511,paypal,11.73,1,3.4,7
2018-11-20,15140,43899,507,paypal,22.44,3,6.1,7
2018-11-20,15141,41342,506,paypal,189.18,4,6.5,9
2018-11-20,15142,56908,514,paypal,20.78,2,22.1,7
2018-11-20,15143,20906,503,paypal,525.95,4,61.6,16
2018-11-20,15144,54494,503,paypal,9.6,3,6.3,6
2018-11-20,15145,33098,505,credit,110.35,1,14.7,13
2018-11-20,15146,49059,506,paypal,187.34,3,55.0,9
2018-11-20,15147,11163,508,credit,165.86,4,11.9,9
2018-11-20,15148,23517,509,credit,661.61,5,35.9,35
2018-11-20,15149,16754,502,credit,5.76,1,5.2,6
2018-11-20,15150,29217,513,paypal,193.13,4,27.8,16
2018-11-20,15151,19806,513,paypal,68.54,3,11.4,8
2018-11-20,15152,38060,514,paypal,712.56,4,50.2,27
2018-11-20,15153,59776,504,paypal,55.15,3,8.4,10
2018-11-20,15154,16971,508,paypal,48.69,2,33.4,7
2018-11-20,15155,56604,512,credit,84.83,4,14.9,9
2018-11-20,15156,12255,510,paypal,127.21,4,20.3,17
2018-11-20,15157,25969,504,paypal,211.83,1,40.4,10
2018-11-20,15158,50374,513,paypal,391.81,1,15.0,20
2018-11-20,15159,59375,513,credit,77.42,1,12.3,7
2018-11-20,15160,33490,507,credit,431.3,4,71.9,33
2018-11-20,15161,51995,513,credit,197.63,5,22.2,8
2018-11-20,15162,49812,502,paypal,434.42,5,10.6,19
2018-11-20,15163,57014,511,paypal,297.81,5,22.7,20
2018-11-20,15164,25391,509,paypal,767.06,3,77.6,57
2018-11-20,15165,53414,508,credit,16.52,2,13.4,6
2018-11-20,15166,54432,501,paypal,155.65,4,16.5,9
2018-11-20,15167,34204,513,paypal,106.24,5,5.2,6
2018-11-20,15168,20545,514,paypal,81.66,1,17.3,12
2018-11-20,15169,40072,501,paypal,176.39,3,15.0,15
2018-11-20,15170,19742,513,paypal,214.79,1,33.3,12
2018-11-20,15171,33672,506,paypal,39.41,1,16.8,10
2018-11-20,15172,10883,512,paypal,70.0,1,13.5,13
2018-11-20,15173,59682,511,paypal,52.09,5,77.5,6
2018-11-20,15174,17797,502,paypal,565.36,4,47.2,53
2018-11-20,15175,54928,501,credit,330.96,4,20.8,31
2018-11-20,15176,16422,509,credit,18.08,5,71.0,8
2018-11-20,15177,13901,503,credit,322.98,2,12.5,30
2018-11-20,15178,53297,511,paypal,271.39,5,23.6,25
2018-11-20,15179,21392,514,credit,215.51,4,23.7,25
2018-11-20,15180,34327,510,credit,381.83,1,87.7,6
2018-11-20,15181,49734,506,paypal,111.16,1,13.5,12
2018-11-20,15182,21500,507,paypal,21.83,1,4.0,7
2018-11-20,15183,11032,501,credit,128.09,4,15.8,13
2018-11-20,15184,41003,509,credit,245.15,2,60.5,28
2018-11-20,15185,41688,506,paypal,124.94,3,42.2,10
2018-11-20,15186,22074,502,credit,228.9,3,32.6,7
2018-11-20,15187,59244,514,paypal,55.59,2,11.2,9
2018-11-20,15188,37384,514,credit,31.11,1,14.9,6
2018-11-20,15189,21435,508,paypal,50.69,2,32.8,7
2018-11-20,15190,19652,512,credit,36.65,3,20.3,6
2018-11-20,15191,20039,514,paypal,68.34,3,4.0,11
2018-11-20,15192,51093,504,credit,306.2,3,22.3,23
2018-11-20,15193,58369,502,paypal,561.16,4,58.5,21
2018-11-20,15194,32533,515,paypal,179.97,3,34.1,18
2018-11-20,15195,28410,508,paypal,49.89,4,39.7,6
2018-11-20,15196,24997,501,paypal,174.12,2,50.2,19
2018-11-20,15197,31395,509,paypal,50.53,5,25.5,10
2018-11-20,15198,30737,508,credit,68.46,5,20.4,8
2018-11-20,15199,46141,510,credit,57.08,2,27.2,12
2018-11-20,15200,13321,507,credit,142.29,5,17.9,7
2018-11-20,15201,46756,511,paypal,179.56,1,31.8,21
2018-11-20,15202,35025,506,paypal,171.85,3,20.7,7
2018-11-20,15203,11776,505,paypal,320.22,1,11.0,9
2018-11-20,15204,26392,514,paypal,35.63,4,15.7,7
2018-11-20,15205,38557,513,credit,30.39,5,13.5,7
2018-11-20,15206,41214,509,credit,488.35,4,45.3,13
2018-11-20,15207,19107,515,paypal,359.94,3,16.2,6
2018-11-20,15208,39542,513,credit,153.31,1,16.3,21
2018-11-20,15209,54647,503,paypal,33.84,2,11.2,8
2018-11-20,15210,42462,511,paypal,52.85,4,13.3,9
2018-11-20,15211,50605,515,paypal,516.87,1,72.8,48
2018-11-20,15212,21596,513,paypal,73.26,2,30.7,7
2018-11-20,15213,11919,512,credit,199.42,2,16.0,21
2018-11-20,15214,44736,513,paypal,267.23,4,44.9,16
2018-11-20,15215,51214,504,paypal,6.04,2,68.6,6
2018-11-20,15216,44433,506,paypal,272.36,3,33.3,28
2018-11-20,15217,13491,506,paypal,52.89,2,16.0,8
2018-11-20,15218,22694,513,credit,70.17,3,56.3,9
2018-11-20,15219,23487,507,credit,51.29,3,16.5,9
2018-11-20,15220,56042,503,paypal,28.29,4,7.0,7
2018-11-20,15221,34712,503,paypal,562.11,5,3.3,36
2018-11-20,15222,52771,512,paypal,42.39,5,10.1,9
2018-11-20,15223,51127,511,paypal,495.13,4,51.7,10
2018-11-20,15224,15715,502,paypal,341.42,4,39.8,10
2018-11-20,15225,39958,504,paypal,57.26,5,17.2,8
2018-11-20,15226,40834,507,credit,74.12,5,6.9,10
2018-11-20,15227,24868,512,credit,185.42,2,23.4,7
2018-11-20,15228,30499,507,paypal,298.62,5,42.9,27
2018-11-20,15229,17954,511,paypal,73.95,5,38.5,13
2018-11-20,15230,38440,502,credit,225.53,4,12.4,16
2018-11-20,15231,44991,505,paypal,67.64,1,15.5,7
2018-11-20,15232,12808,508,credit,87.43,4,6.5,12
2018-11-20,15233,21160,507,credit,8.93,2,10.9,6
2018-11-20,15234,15219,515,credit,302.26,1,36.2,33
2018-11-20,15235,34152,515,paypal,221.94,2,20.7,10
2018-11-20,15236,32393,514,paypal,286.72,1,43.0,33
